01Wnj,5rk1/p4ppp/1pQ5/2b1P3/8/P4N2/1Pq2PPP/4R1K1 w - - 1 28,c6b5 c5f2 g1f1 f2e1,1849,75,88,81,crushing endgame fork master short,https://lichess.org/pqbezA5x#55,
01WoU,6k1/1p4pp/p3r3/2b1r3/5N2/2P5/PP2n1PP/2B1RR1K w - - 4 26,f4e6 e2g3 h2g3 e5h5,1344,74,97,4790,mate mateIn2 middlegame sacrifice short,https://lichess.org/zFo0Fhpa#51,
01WwU,r4r2/pp4k1/3p3n/2pPP2p/2P1B2q/3N1b1p/PP1Q1P1K/R3R3 w - - 1 29,e1g1 h6g4 g1g4 h5g4 e4f3 f8f3,1500,500,100,2,crushing long middlegame,https://lichess.org/oAyZSJZ7#57,
01X3n,r2q1rk1/pp2nppp/2pp4/3Np1N1/2P1Q3/3P4/PP3KPP/R1B5 b - - 3 14,f7f5 e4h4 h7h6 g5e6,2006,76,90,980,advantage middlegame short,https://lichess.org/glnvzFJY/black#28,Kings_Pawn_Game,Kings_Pawn_Game_Dresden_Opening
01XCL,4r2k/4P1p1/1p1p1n1p/p3pQ2/P3B3/7P/1P3PPK/2r5 b - - 1 29,f6e4 f5f8 e8f8 e7f8q,996,82,92,2222,advancedPawn advantage endgame promotion short,https://lichess.org/pKdN0bE1/black#58,
01XUE,8/7p/8/5PK1/2b2BP1/8/2p5/3k4 b - - 6 54,c4e2 f5f6 c2c1q f4c1,1291,78,88,60,bishopEndgame crushing endgame short,https://lichess.org/wj7xAnw1/black#108,
01Xct,5r1k/p1p5/1p1p4/3Pp2Q/6p1/1P4P1/P1q2r2/2B2RK1 b - - 0 31,c2h7 h5h7 h8h7 f1f2,1329,80,85,44,advantage endgame short,https://lichess.org/oC1ZhqN5/black#62,
01Xg6,B2Qnk1r/p1p2pp1/6q1/2b5/5B2/2P2Np1/PP2P2P/R4R1K w - - 0 19,b2b4 g3g2,1121,77,90,1365,advancedPawn mate mateIn1 middlegame oneMove,https://lichess.org/ZiD8VdXE#37,Bird_Opening,Bird_Opening_Froms_Gambit
01Xgf,5r1k/p1p3p1/7p/4p1r1/2P1Nq2/1P5Q/P5PP/3R2K1 w - - 6 32,e4g5 f4f2 g1h1 f2f1 d1f1 f8f1,1230,76,86,114,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/tTxHHZ15#63,
01XoC,8/1q4p1/6kp/3BQ3/5pP1/6b1/4p1K1/8 b - - 17 47,e2e1n g2h3 b7d5 e5d5,1958,76,87,161,crushing defensiveMove endgame master short,https://lichess.org/S7Z0kgOk/black#94,
01XsQ,r2qk2r/ppp1bppp/2n1pn2/2Pp1b2/3P4/P1NBPN2/1P3PPP/R1BQK2R b KQkq - 2 8,b7b6 d3b5 e8g8 b5c6,1583,81,79,95,advantage opening pin short,https://lichess.org/iJgr31eL/black#16,Queens_Pawn_Game,Queens_Pawn_Game_Symmetrical_Variation
01Xxx,6rk/pp2PQp1/2p4p/8/4b2b/4n1qP/PP3RP1/4B1K1 b - - 0 28,e3g2 f7g8,1598,95,-6,23,crushing middlegame oneMove,https://lichess.org/OOyhyVyA/black#56,
01XyB,r5k1/2Q2ppp/6n1/8/3Pq3/p3P3/P5PP/5RK1 b - - 1 37,g6h4 c7f7 g8h8 f7f8 a8f8 f1f8,1130,79,78,113,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/nLHbhLSa/black#74,
01Xyq,8/5kpp/1B1p4/P2P4/6PP/5p2/5P1K/r7 b - - 0 41,f7f6 b6d4 f6e7 d4a1,1199,75,90,549,crushing endgame fork short,https://lichess.org/pIQooIlD/black#82,
01Y7w,r2q1rk1/pppb1pbp/2n1pnp1/1BPpB3/3P4/4PN2/PP3PPP/RN1QK2R w KQ - 3 9,e1g1 c6e5 d4e5 d7b5,1499,76,84,305,advantage discoveredAttack opening short,https://lichess.org/DSv0iSi2#17,Queens_Gambit_Declined,Queens_Gambit_Declined_Other_variations
01YOL,r4r1k/ppp3pp/3bb1q1/3Q2B1/2P1N1n1/5N2/PP2P1B1/R3R1K1 w - - 8 17,d5b7 a8b8 e4d6 b8b7,2218,81,90,111,crushing middlegame short,https://lichess.org/DrmFS8hY#33,Indian_Defense,Indian_Defense_Budapest_Defense
01YV3,1r3rk1/p3R2p/3p2pQ/3q4/3b4/3p4/PP3PPP/1RB4K b - - 3 22,f8f2 h6h7 g8f8 c1h6 d4g7 h7g7,1616,75,89,221,long mate mateIn3 middlegame,https://lichess.org/UFUflidH/black#44,
01YXn,r1bq1rk1/p4pbp/5np1/4p1B1/3p4/2N5/PPPQBPPP/2R2RK1 w - - 0 14,c3e4 f6e4 g5d8 e4d2,817,81,93,1001,crushing hangingPiece middlegame short,https://lichess.org/5LNdfjMW#27,Sicilian_Defense,Sicilian_Defense_Dragon_Variation
01Yc2,r4rk1/pp3pbp/6p1/4p3/4P1bP/2NPBn2/PP2KP2/R4B1R w - - 1 16,f1h3 f3g1 e2d2 g1h3,1841,75,91,1343,crushing doubleCheck middlegame short,https://lichess.org/JnSit24q#31,Sicilian_Defense,Sicilian_Defense_Lasker-Pelikan_Variation
01YhI,8/pp5p/n5pk/3bR3/P6r/8/1PP5/1K1R4 w - - 0 30,d1d5 h4h1 b1a2 a6b4 a2b3 b4d5,928,76,100,165,crushing endgame fork long master,https://lichess.org/kWzOKauE#59,
01Ykx,2r5/1b3pk1/2qBp1pp/4P3/1P3P2/P7/3Q2PP/4R1K1 w - - 2 43,e1c1 c6c1 d2c1 c8c1,1242,75,93,457,crushing endgame master masterVsMaster short,https://lichess.org/z2s3zDqz#85,
01Yqt,8/2p5/3b2kp/3p2p1/P3p1K1/1P2R2P/1B4P1/8 w - - 2 36,h3h4 h6h5 g4h3 g5g4,1044,184,100,12,endgame mate mateIn2 short,https://lichess.org/mHAjRMmQ#71,
01YsU,3r3k/1K2bQp1/4P2p/1Pp5/2P5/r7/8/8 b - - 7 43,d8a8 b5b6 e7d6 b7c6,2030,88,87,26,advantage endgame short,https://lichess.org/3CbNxgTj/black#86,
01YyJ,2Q2rk1/p4ppp/1p3q2/3bR3/7N/P5P1/1P3P1P/4R1K1 b - - 0 23,f8c8 e5e8 c8e8 e1e8,815,80,83,52,backRankMate endgame mate mateIn2 short,https://lichess.org/DQs8jnYM/black#46,
01Z1w,r7/2p2pk1/q4np1/3PQ3/4P3/5PPp/2R2NKP/8 w - - 0 34,g2h3 a6f1 h3h4 a8h8 h4g5 h8h5 g5f4 h5e5,1676,74,98,5113,crushing endgame skewer veryLong,https://lichess.org/3goHO8hu#67,
01Z2n,r6k/6p1/p6r/1p1Qp1q1/7n/2P1NP1b/PP3R1P/3RN2K b - - 0 33,g5e3 d5a8 h8h7 a8e4 e3e4 f3e4,1549,287,100,9,crushing hangingPiece long middlegame,https://lichess.org/bM3gsjxP/black#66,
01Z4Y,2r2rk1/3b1p1p/3p3P/p2Np1q1/1p2Q3/8/PPP5/1K1R3R b - - 1 23,d7f5 e4f5 g5f5 d5e7 g8h8 e7f5,2050,74,95,4516,attraction crushing fork long middlegame sacrifice,https://lichess.org/lewmaBBy/black#46,
01Z93,1r3rk1/1pp2pp1/p4q2/5b2/1P1R1P2/P1N4P/5QP1/4R2K b - - 8 29,b8d8 c3d5 d8d5 d4d5,1699,77,94,3728,crushing middlegame short,https://lichess.org/vqLvNigt/black#58,
01Z9a,8/1p6/p3k3/6pp/5n2/P7/1P3K2/5R2 w - - 2 44,f1c1 f4d3 f2e2 d3c1,881,89,81,75,crushing endgame fork short,https://lichess.org/G0KZMdbm#87,
01ZAj,5rk1/1p4pp/4p3/Q2pPn2/8/P7/1PB2qPP/1R5K w - - 1 26,c2d3 f5e3,1731,87,65,31,crushing endgame oneMove,https://lichess.org/b2qe9TmQ#51,
01Zgj,r4r2/2p2pk1/p5p1/np2Pb1Q/5q2/1P4R1/P1B2PPP/R5K1 w - - 0 28,c2f5 f4g3 h2g3 g6h5,1620,77,95,8264,crushing middlegame short,https://lichess.org/N8PFXdlS#55,
01Zna,5k2/3R4/3P2K1/2p3P1/1p1r4/8/8/8 b - - 0 57,c5c4 d7d8,1413,84,81,555,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/Kji5pGgl/black#114,
01ZpR,2rq1rk1/1p3ppp/p4b2/n6b/3Pp3/P3BN1P/1P2BPP1/2RQ1RK1 w - - 0 18,f3d2 c8c1 d1c1 h5e2,1568,81,86,85,crushing opening short,https://lichess.org/DHFroHMk#35,Russian_Game,Russian_Game_Classical_Attack
01Zrc,3r3k/1b3p1p/4n3/pp2N1Pp/8/3P2R1/PP4B1/6K1 b - - 4 34,b7g2 e5f7 h8g7 f7d8,1077,83,93,407,crushing endgame fork short,https://lichess.org/bdiqU2k1/black#68,
01a8M,8/p2R1pkp/1p1R4/8/4PP1K/2r3rP/P7/8 w - - 13 34,d7a7 g3h3 h4g5 c3g3 g5f5 h3h5,1232,75,90,1117,endgame long mate mateIn3 rookEndgame,https://lichess.org/JuRsjYiE#67,
01aBw,5k1r/R5p1/b4n1p/5P1q/5B2/P2p4/6PP/4Q1K1 b - - 0 26,a6b5 e1e7 f8g8 e7g7,1875,78,86,102,mate mateIn2 middlegame short,https://lichess.org/heBgVFGc/black#52,
01aC9,1r2q1k1/b1p2p1p/p4p2/2Pp1b2/2nP4/P1N2PP1/1B1Q2BP/5RK1 w - - 0 25,d2f4 b8b2 f4f5 b2g2,2546,82,90,965,crushing hangingPiece middlegame short,https://lichess.org/iY0xf1rb#49,
01aGQ,1Q4k1/p7/2q4p/1p4p1/4R3/2P3P1/r6P/6K1 b - - 1 36,g8g7 e4e7 g7g6 b8g8 g6h5 g8f7 h5g4 h2h3 g4g3 e7e3 g3h4 f7a2,2480,92,89,537,crushing endgame fork veryLong,https://lichess.org/nT9AptbY/black#72,
01aI3,r1q1r1k1/1b1p1p1p/p1nBp1p1/1p4P1/4B2P/2PQ2P1/P1P5/R4RK1 b - - 0 19,c6e7 d3f3 e7f5 e4b7,1932,75,91,1197,crushing middlegame short,https://lichess.org/RDPtH98N/black#38,Sicilian_Defense,Sicilian_Defense_Pin_Variation
01aP5,6rk/3Q2bp/p2p4/q4p2/P7/2p4P/2P5/K3R1R1 b - - 8 34,a5b4 d7g7 g8g7 e1e8 g7g8 g1g8,1598,121,100,30,endgame long mate mateIn3 sacrifice,https://lichess.org/Y9TYZm8S/black#68,
01aSR,8/1p2qkpQ/p2p1r1p/3Pp3/7P/3R4/PPr2P2/5RK1 b - - 1 26,f6g6 d3g3 e7f6 h4h5 g6g5 h7c2,1758,283,-11,13,crushing defensiveMove endgame long,https://lichess.org/yIYhwNlU/black#52,
01abk,8/6pp/2p2p2/7P/1k6/p2K4/B4P2/8 w - - 1 42,d3d4 g7g5 h5g6 h7g6 d4d3 g6g5 d3c2 f6f5,2694,83,85,62,bishopEndgame crushing defensiveMove endgame quietMove veryLong,https://lichess.org/2CRW7uvj#83,
01acW,2kr4/ppp4p/6p1/5p2/1bPrp3/1P1P3P/P1B1KPP1/3R3R w - - 0 19,d3e4 d4d2 d1d2 d8d2 e2f3 d2c2,1484,85,100,49,crushing endgame fork long,https://lichess.org/VpsvXcpI#37,Alekhine_Defense,Alekhine_Defense_Scandinavian_Variation
01akv,7r/p1Q2k1p/1p4p1/2pq1r2/3p4/2PP4/PP3P1P/4RRK1 b - - 4 24,f7f6 c7e7,1018,78,95,1579,endgame mate mateIn1 oneMove,https://lichess.org/ebzMkU8Q/black#48,
01awh,3r3k/pQ2b1pp/8/8/2p2q1n/2B2p2/PP3P1P/1K4NN w - - 0 27,b7e7 d8d1 b1c2 f4c1,1462,78,94,101,fork mate mateIn2 middlegame short,https://lichess.org/vReSWTIq#53,
01axW,r5k1/4rpp1/p2b1R2/1ppPq1N1/8/2NQ3P/PP6/5RK1 b - - 0 24,g7f6 d3h7 g8f8 h7h8,1019,80,81,63,mate mateIn2 middlegame short,https://lichess.org/LrYBJ11m/black#48,
01ayA,r3r1k1/p4ppp/2p5/3p4/3bbPP1/2N4q/PPPQ3N/4RRK1 w - - 2 22,d2d4 h3g2,1055,99,81,46,mate mateIn1 middlegame oneMove,https://lichess.org/w6R9zYaz#43,
01b3S,r2q1r1k/4b1p1/p3b2p/4B1pQ/2p1P3/1P1p3P/P2P1P2/2KR2R1 b - - 0 22,c4b3 h5h6 h8g8 h6g7,1451,75,89,795,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/wBiesuqt/black#44,
01bPd,2r2rk1/p2q2pp/1p2p1n1/3pP1N1/1P3P2/P3Q3/2R3PP/2R3K1 b - - 0 24,g6f4 c2c8 f4e2 e3e2,1559,270,100,3,crushing middlegame short,https://lichess.org/bOZ1gEes/black#48,
01bQH,4k3/3r2pp/3P1p2/2PK1P2/1P6/7P/8/8 b - - 2 38,e8d8 c5c6 d7a7 b4b5 a7a5 d5c4 a5a2 b5b6,2542,100,86,38,crushing endgame quietMove rookEndgame veryLong,https://lichess.org/8yfQlfqF/black#76,
01bS3,3r1rk1/2p2ppp/p1n1p1bq/1pN4n/3P4/P1B2P2/1P2B1PP/2RQR2K w - - 6 20,c5a6 h5g3 h1g1 h6e3,1700,105,67,18,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/7WR956me#39,
01bSB,8/8/p7/k1Q5/2K5/8/8/7q b - - 1 52,a5a4 c5b4,1064,86,95,745,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/81CUVIR4/black#104,
01bbw,4R3/8/2n3pp/pp6/1k6/1P1P3P/P3KP2/8 w - - 6 50,e8e6 c6d4 e2e3 d4e6,673,94,82,143,crushing endgame fork short,https://lichess.org/sDSfDAKO#99,
01bgV,r3r1k1/3b1p2/pp1q2pp/8/4B3/1NP4P/PP4PK/RQB5 w - - 1 32,g2g3 d6e7 c1h6 e7e4 b1e4 e8e4,2643,83,83,62,advantage long middlegame,https://lichess.org/5sut7pQP#63,
01bhX,r4rk1/p1p1bppp/2pp4/8/7q/1P2B1P1/P1PQ1P1P/3RR1K1 b - - 0 16,h4f6 e3d4 f6g5 f2f4,1990,74,69,256,advantage middlegame short,https://lichess.org/wPJxdbSJ/black#32,Four_Knights_Game,Four_Knights_Game_Spanish_Variation
01bhr,8/R1R2ppk/3qp1bp/pB6/P7/4P2P/5QPK/3r4 w - - 11 34,f2g3 d1h1 h2h1 d6g3,1099,80,77,216,advantage deflection middlegame short,https://lichess.org/Udi1oVk2#67,
01blK,8/p1P5/3p2k1/P1Pq1p1p/1P3Q1P/6P1/5RK1/1r6 w - - 3 45,g2h2 b1h1,886,85,58,149,endgame mate mateIn1 oneMove,https://lichess.org/gUVg1MDR#89,
01bwq,r1b2k1r/pppq1ppp/1n6/1B1PQ1B1/8/2P5/P4PPP/R3K2R b KQ - 2 15,d7d6 e5e8,1436,77,100,639,mate mateIn1 middlegame oneMove,https://lichess.org/uePe07RD/black#30,French_Defense,French_Defense_Chigorin_Variation
01bzQ,8/pQ3pkp/4r3/2BNb1p1/8/6q1/P5P1/1R3K2 w - - 1 34,b1b3 g3g4 d5e3 e5g3,2289,107,81,18,advantage clearance defensiveMove middlegame short,https://lichess.org/6NmQ4eBI#67,
01bzW,5r1k/6p1/2BR3p/1Nn5/p7/P4PPn/1P2r2P/3R2K1 w - - 1 33,g1h1 h3f2 h1g1 f2d1,996,75,100,296,advantage fork middlegame short,https://lichess.org/sOzJkv67#65,
01c1h,4r1k1/QP2pq2/3p2r1/3N4/4P3/8/P4p1P/1R3R1K w - - 2 30,b7b8q f7f3,1516,93,69,682,mate mateIn1 middlegame oneMove,https://lichess.org/HZh6fMAQ#59,
01c49,4r2k/ppp5/6p1/3Bn1Np/3B1r2/3P4/PPP1K3/R7 w - - 0 29,d4e5 e8e5 d5e4 e5g5,1123,80,93,187,crushing endgame fork master short,https://lichess.org/4r3yTJAt#57,
01cMm,8/2Q5/3r2p1/p5k1/P4pB1/1P4qP/6P1/7K b - - 6 53,d6d2 c7a5 g5h6 a5d2,2071,77,82,577,crushing endgame fork short,https://lichess.org/ck6pOlRD/black#106,
01cUP,3r2nr/p1p1kpp1/Qp5p/2b3q1/8/2N5/PP3PPP/R3R1K1 b - - 1 20,e7f6 c3e4 f6g6 e4g5,973,79,94,663,advantage fork middlegame short,https://lichess.org/J0cShPYb/black#40,
01chU,1N4k1/7p/PR1n2r1/1b6/1P3R2/3p3r/1P4P1/4N1K1 w - - 0 45,e1d3 h3d3 a6a7 d3d1,1786,322,100,5,equality hangingPiece middlegame short,https://lichess.org/sEbtzZxR#89,
01clX,8/8/2p2k2/1p2rp2/p2R2pP/P1P3P1/5PK1/8 b - - 2 47,e5d5 d4d5 c6d5 g2f1,2437,91,82,311,crushing defensiveMove endgame rookEndgame short,https://lichess.org/SEvRZOSC/black#94,
01cmV,2rqr1k1/1b2bp1p/p3p1pQ/4P3/1p2N3/8/PPB2PPP/2R2RK1 b - - 2 22,c8c2 e4f6 e7f6 e5f6 d8f6 c1c2,1658,75,99,925,advantage fork long middlegame,https://lichess.org/VJKWlbR4/black#44,
01cpv,r2q1rk1/ppp1bppp/3p1nb1/8/2PpP1PN/P2P3P/1P2BP2/RN1Q1RK1 b - - 1 12,f6e4 h4g6 f7g6 d3e4,1714,86,81,41,advantage intermezzo opening short,https://lichess.org/UOdB3Yaf/black#24,Kings_Pawn_Game,Kings_Pawn_Game_Leonardis_Variation
01ctt,8/ppp1kpp1/3b3p/3pn2b/3P1B2/2P4P/PPBN1PP1/5K2 b - - 0 23,e5g6 f4d6 e7d6 g2g4 g6f4 g4h5,1712,74,97,686,crushing endgame long trappedPiece,https://lichess.org/PpkgBgMQ/black#46,
01d0S,5R2/1pQ3pk/1p1p3p/4q3/3pP3/3P3P/1PP3P1/r5K1 w - - 1 23,g1f2 e5g5 f8h8 h7h8 c7c8 h8h7,1912,74,92,633,crushing endgame long,https://lichess.org/QKS4eZ7Q#45,
01d2J,r3r1k1/pp4pp/2pq4/3nNQ1b/3P4/4pP1P/PP2P1B1/1K1R3R b - - 0 19,g7g6 f5f7 g8h8 f7e8 a8e8 e5f7 h8g7 f7d6,1650,73,95,7758,clearance crushing fork middlegame sacrifice veryLong,https://lichess.org/CklaH1ip/black#38,Grob_Opening,Grob_Opening_Grob_Gambit
01dAN,2r3k1/1b4pp/4p3/1qPpPp2/1P6/4PNP1/1Q5P/R5K1 b - - 0 24,c8c5 a1a5 b5b6 a5c5,1808,78,83,61,crushing endgame short skewer,https://lichess.org/fApnExmW/black#48,
01dKr,1Q1k3r/5p2/2r1p3/3pP2q/6p1/3B2P1/2P4n/5R1K b - - 2 35,c6c8 b8d6 d8e8 d3b5 c8c6 b5c6,1581,75,94,2637,exposedKing long mate mateIn3 middlegame,https://lichess.org/xCPIW9r6/black#70,
01dLk,r2qr1k1/pbp2ppp/1pn2n2/8/3PN3/5NP1/PP2QPBP/R3R1K1 b - - 2 13,c6d4 e4f6 g7f6 e2e8 d8e8 e1e8 a8e8 f3d4,1551,74,97,1243,crushing discoveredAttack kingsideAttack middlegame veryLong,https://lichess.org/57RP5sCb/black#26,Queens_Indian_Defense,Queens_Indian_Defense_Capablanca_Variation
01dME,5r1k/p1q3pp/b1p2b2/2p1Np2/2P1P3/5P2/PQ4PP/1R1R2K1 w - - 1 25,d1d7 c7e5 b2e5 f6e5,1712,75,78,535,advantage middlegame short,https://lichess.org/gqzLbtPb#49,
01dX4,3rr3/4qpk1/5np1/p2p4/3Q4/P1P5/2B2R1P/3R3K b - - 0 29,e7e6 d1f1 d8d6 f2f6 e6f6 f1f6,1846,82,68,64,advantage long middlegame quietMove,https://lichess.org/IWu7R4jW/black#58,
01dcK,5rk1/pp1nrppp/2p5/q2p3n/2PP4/1P2PR1P/P1QN2P1/1N2R1K1 b - - 0 22,d5c4 f3f5 a5d8 f5h5,1943,74,92,1230,advantage interference middlegame short,https://lichess.org/7TYQP4n6/black#44,
01ddN,8/1R5R/5bk1/8/1Br4P/4r1PK/8/8 b - - 2 43,c4b4 h4h5 g6f5 b7b4,1414,87,86,28,crushing endgame intermezzo short,https://lichess.org/QomdO44o/black#86,
01djT,r1bq1rk1/p1p2pp1/2pp1n1p/2b5/4P2B/2NB4/PPP2PPP/R2Q1RK1 b - - 1 10,c8g4 h4f6 g4d1 f6d8,1557,136,-9,14,advantage middlegame short,https://lichess.org/wsDVb47b/black#20,Scotch_Game,Scotch_Game_Schmidt_Variation
01dm7,r2k3r/1bpp1Qpn/p1n4p/1pb1P3/3N3q/1B5P/PPP2PP1/RNB1R1K1 w - - 1 14,e5e6 c6e7 f7f4 h4f4 c1f4 c5d4,2705,97,93,818,advantage capturingDefender long middlegame quietMove,https://lichess.org/x7l8hJvH#27,Ruy_Lopez,Ruy_Lopez_Other_variations
01dmM,2r2rk1/pp1n1pp1/2p4p/2P5/2qPQ2B/4P3/5PPP/RR4K1 w - - 4 23,b1b7 d7c5 e4e7 c5b7,1696,78,81,225,crushing middlegame short,https://lichess.org/MEodmBZZ#45,
01do1,5rk1/n2P3p/1p2p1pQ/pP3p2/q3p1N1/8/5PPP/5RK1 b - - 0 34,f5g4 h6f8 g8f8 d7d8q,1109,75,92,1280,advancedPawn attraction crushing endgame promotion short,https://lichess.org/UowkfW4v/black#68,
01dqX,2r5/p3kp2/1n1bpNp1/1PRp2P1/3P1P2/2PK4/8/2B5 w - - 1 45,c1a3 d6c5 a3c5 e7d8,1828,77,68,60,advantage endgame short,https://lichess.org/1VD7zcxz#89,
01e5j,Q4rk1/5ppp/4p3/1R1p4/2q5/8/P5PP/1R5K b - - 0 23,c4b5 a8f8 g8f8 b1b5,1338,75,82,941,crushing endgame intermezzo short,https://lichess.org/MuXVKVOI/black#46,
01e9g,8/7p/1p4p1/p1kp1pP1/P4P1P/1PPK4/8/8 b - - 0 32,c5c6 d3d4 c6d6 c3c4 d5c4 b3c4 d6c6 d4e5 c6c5 e5f6 c5c4 f6g7,2397,95,85,105,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/q6CYyMnO/black#64,
01eC5,r4rk1/4q1p1/p1np3p/1p3p2/2b1p3/1B5N/P1PQ1PPP/R2R2K1 b - - 1 20,a8d8 b3c4 b5c4 d2d5 g8h7 d5c6,1530,168,12,17,advantage fork long middlegame,https://lichess.org/0damdSJT/black#40,
01eK0,8/7k/6p1/R6p/P2b4/1b3P1P/6P1/6K1 w - - 2 37,g1f1 b3c4 f1e1 d4c3 e1f2 c3a5,977,79,90,150,crushing endgame fork long,https://lichess.org/umgeIwTg#73,
01eLD,8/p5qk/1pP5/5Q1p/8/P5P1/6KP/3r4 b - - 7 53,h7h8 f5h5 h8g8 h5d1,1135,154,100,21,crushing endgame fork short,https://lichess.org/lV0wVwgC/black#106,
01eV6,8/8/8/p2k3p/P1p4P/2K2P2/8/8 b - - 0 39,d5c5 f3f4 c5d5 f4f5 d5e5 c3c4 e5f5 c4b5 f5e6 b5a5,1255,80,86,386,crushing endgame master pawnEndgame quietMove veryLong,https://lichess.org/6ZRWqWm8/black#78,
01ebl,r3r3/2p2pkp/p1p3pb/8/1PPp1P1q/PN1P4/3QPP1P/1R3RK1 w - - 1 19,g1h1 h6f4 d2f4 h4f4,1066,108,82,36,crushing middlegame short,https://lichess.org/fN4zJoqE#37,Zukertort_Opening,Zukertort_Opening_Black_Mustang_Defense
01ehq,2kr3r/1bpp1ppp/1b4q1/p3Pn2/PpN5/1BpP1P2/1P1BQ1PP/R4R1K w - - 0 18,b2c3 f5g3 h2g3 g6h5,1460,82,95,71,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/KcyZDcQR#35,Ruy_Lopez,Ruy_Lopez_Morphy_Defense
01epa,r2qr1k1/pb2b3/1p2Q1p1/6Bn/2Pp4/8/PP3PPP/3RR1K1 b - - 0 20,g8f8 g5h6 h5g7 e6g6 e7f6 e1e8 d8e8 g6f6,2059,75,86,221,crushing discoveredAttack exposedKing master middlegame pin veryLong,https://lichess.org/E3wWYLrs/black#40,
01eqy,6r1/p1qk4/QbN5/3p1p2/8/4P1r1/P6P/1R2R1K1 w - - 0 32,h2g3 c7g3 g1f1 g3g2,1369,74,93,3550,mate mateIn2 middlegame short,https://lichess.org/DH25wLla#63,
01esB,2rr4/5pkp/2q1p1p1/1b6/p3P3/P3Q3/BP3PPP/2R3K1 w - - 6 28,c1c6 d8d1 e3e1 d1e1,1223,77,88,102,backRankMate endgame mate mateIn2 short,https://lichess.org/cPimZ8KS#55,
01ewN,8/6rp/ppp1b2R/2p1k3/5pP1/P1PPnP1P/1P2RK2/8 b - - 4 40,g7d7 e2e3 f4e3 f2e3 e5d6 f3f4,2178,80,85,48,crushing defensiveMove endgame long,https://lichess.org/EASALUiq/black#80,
01f3b,6k1/8/2P1p1rp/1p1p4/1P1N4/2P2Pn1/1P4P1/1K3n2 b - - 0 35,e6e5 c6c7 e5d4 c7c8q,1151,76,77,124,advancedPawn advantage endgame promotion short,https://lichess.org/VVE6zStV/black#70,
01f6o,r3kb1r/pp1qp1p1/2npNp2/7p/4Q3/6P1/PPP1PPKP/R1B2R2 b kq - 3 13,h5h4 e4g6,1097,78,92,490,mate mateIn1 middlegame oneMove,https://lichess.org/XN9vU90M/black#26,Indian_Defense,Indian_Defense_Wade-Tartakower_Defense
01fEB,r4rk1/3b2pp/8/p3Qp2/1pqP4/8/PP4PP/1B2RRK1 w - - 4 22,b1f5 a8e8 e5f4 f8f5 e1e8 g8f7 e8e5 f5f4,1966,207,100,9,crushing middlegame sacrifice veryLong,https://lichess.org/TRg8rGz0#43,
01fHH,r4rk1/pp3ppp/2p2q2/3p4/4n3/1P1BQN2/1K3PPP/3R3R w - - 2 18,b2c2 f6c3 c2b1 c3b3,1268,75,100,323,crushing deflection middlegame short,https://lichess.org/FaxgZixh#35,Philidor_Defense,Philidor_Defense_Other_variations
01fTa,3r2k1/6pp/p7/4Bb2/5N2/4RP2/PPr3PP/3K3R w - - 2 25,e3d3 f5d3 f4d3 c2g2 d1c1 d8d3,2245,80,79,109,advantage intermezzo long middlegame pin,https://lichess.org/eNDWgYGn#49,
01fav,r1b1k2r/ppb1qp2/2p3p1/3P1p1p/2N1nN1P/PB2PQ2/1P3PP1/2KR3R b kq - 0 16,e8g8 d5d6 e4d6 c4d6,1386,79,22,86,crushing fork middlegame short,https://lichess.org/J58OiqSW/black#32,Trompowsky_Attack,Trompowsky_Attack_Other_variations
01faz,3nrr1k/1ppR2p1/p6p/6NQ/2B2p1P/1P6/P1PK1PP1/q6R b - - 2 22,a1h1 h5h6 g7h6 d7h7,1827,75,92,670,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/VaOgGVYf/black#44,
01feF,8/8/2p3k1/1p1p1p1p/p1nP2PP/P1PK1P2/8/2B5 w - - 0 36,g4h5 g6h5 c1g5 c4a3,1744,76,84,57,crushing endgame short,https://lichess.org/zAkOOVta#71,
01g9q,r2qr1k1/pp3ppp/2pb1nb1/3p4/3Pn1PN/2PBB2P/PPQN1P2/2KR3R b - - 2 14,e4f2 e3f2 g6d3 c2d3,1480,78,66,99,advantage hangingPiece middlegame short,https://lichess.org/OEjSdJcr/black#28,French_Defense,French_Defense_Knight_Variation
01gBD,2r4k/pb4pp/1p6/3pP3/3Pn3/2PBq1NQ/PP5P/5R1K b - - 4 23,e3d3 h3c8 b7c8 f1f8,1351,76,88,192,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/Oojuy157/black#46,
01gC2,r6k/1b2q1p1/p3p2p/np4N1/7Q/1BP5/P1P3PP/5R1K w - - 0 23,b3e6 e7g5 h4g5 h6g5,1350,76,74,234,advantage middlegame short,https://lichess.org/GDQPXBvZ#45,
